item,choice1,choice2,choice3,choice4,corrAns,givenAns,rt,correct,cond,filename,natural,production,displayOrder,date,hour,min,n,subject,target,expectedprefix,response,vowel_correct,expectedanswer,expectedstem,consonant_correct
gecu,mahecu,mugecu,muhecu,magecu,1,1,8.289752459997544,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,50,2019-05-28,11,7,54,56,target,ma,mahecu,1,mahecu,hecu,1
leya,muleya,mayeya,maleya,muyeya,3,2,8.049532812990947,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,51,2019-05-28,11,7,54,56,filler,ma,mayeya,1,maleya,leya,0
liya,muyiya,muliya,maliya,mayiya,3,1,3.2189063870027894,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,52,2019-05-28,11,7,54,56,filler,ma,muyiya,0,maliya,liya,0
bonu,mabonu,mafonu,mubonu,mufonu,2,2,2.4550090080010705,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,53,2019-05-28,11,7,54,56,target,ma,mafonu,1,mafonu,fonu,1
gaya,mahaya,magaya,mugaya,muhaya,1,1,2.981827619005344,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,54,2019-05-28,11,7,54,56,target,ma,mahaya,1,mahaya,haya,1
lawo,muyawo,mayawo,malawo,mulawo,3,4,3.2696053559920983,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,1,2019-05-31,11,32,54,66,filler,ma,mulawo,0,malawo,lawo,1
gumo,mugumo,muhumo,mahumo,mahumo,2,1,3.8684369639959186,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,2,2019-05-31,11,32,54,66,target,mu,mugumo,1,muhumo,humo,0
leya,muleya,mayeya,maleya,muyeya,3,1,2.71825429200544,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,3,2019-05-31,11,32,54,66,filler,ma,muleya,0,maleya,leya,1
ceyu,mazeyu,muceyu,muzeyu,maceyu,4,4,4.601060316010262,1,nat_prod,Natural production_2019_May_31_1132.csv,1,1,4,2019-05-31,11,32,54,66,filler,ma,maceyu,1,maceyu,ceyu,1
gunu,magunu,muhunu,mahunu,mugunu,2,1,3.3352053620037623,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,5,2019-05-31,11,32,54,66,target,mu,magunu,0,muhunu,hunu,0
bayu,mubayu,mafayu,mufayu,mabayu,2,4,6.588103810005123,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,6,2019-05-31,11,32,54,66,target,ma,mabayu,1,mafayu,fayu,0
dule,masule,madule,musule,mudule,3,2,3.5523634840064915,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,7,2019-05-31,11,32,54,66,target,mu,madule,0,musule,sule,0
gamo,mahamo,mugamo,magamo,muhamo,1,3,2.920501033004257,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,8,2019-05-31,11,32,54,66,target,ma,magamo,1,mahamo,hamo,0
liya,muyiya,muliya,maliya,mayiya,3,3,4.167112164999708,1,nat_prod,Natural production_2019_May_31_1132.csv,1,1,9,2019-05-31,11,32,54,66,filler,ma,maliya,1,maliya,liya,1
guwu,mahuwu,muhuwu,maguwu,muguwu,2,3,5.053234462000546,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,10,2019-05-31,11,32,54,66,target,mu,maguwu,0,muhuwu,huwu,0
bazu,mabazu,mafazu,mufazu,mubazu,2,1,4.984803768995334,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,11,2019-05-31,11,32,54,66,target,ma,mabazu,1,mafazu,fazu,0
bome,mubome,mafome,mufome,mubayu,2,1,4.218208598002093,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,12,2019-05-31,11,32,54,66,target,ma,mubome,0,mafome,fome,0
guce,muhuce,mahuce,muguce,maguce,1,3,3.233391843998106,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,13,2019-05-31,11,32,54,66,target,mu,muguce,1,muhuce,huce,0
geye,maheye,muheye,mageye,mugeye,1,2,2.500685941995471,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,14,2019-05-31,11,32,54,66,target,ma,muheye,0,maheye,heye,1
geza,maheza,muheza,mugeza,mageza,1,3,2.436260435002623,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,15,2019-05-31,11,32,54,66,target,ma,mugeza,0,maheza,heza,0
zuyu,mazuyu,mucuyu,macuyu,muzuyu,4,1,4.166540653997799,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,16,2019-05-31,11,32,54,66,filler,mu,mazuyu,0,muzuyu,zuyu,1
gami,mahami,muhami,mugami,magami,1,3,2.4329679039947223,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,17,2019-05-31,11,32,54,66,target,ma,mugami,0,mahami,hami,0
dewa,mufawa,mudewa,mafawa,madewa,3,4,2.5036080830032006,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,18,2019-05-31,11,32,54,66,target,ma,madewa,1,mafawa,fawa,0
luwo,mayuwo,muyuwo,muluwo,maluwo,3,4,4.084571026003687,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,19,2019-05-31,11,32,54,66,filler,mu,maluwo,0,muluwo,luwo,1
yazu,malazu,mulazu,muyazu,mayazu,4,4,3.3706280250044074,1,nat_prod,Natural production_2019_May_31_1132.csv,1,1,20,2019-05-31,11,32,54,66,filler,ma,mayazu,1,mayazu,yazu,1
gece,mahece,mugece,muhece,magece,1,4,2.068003022999619,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,21,2019-05-31,11,32,54,66,target,ma,magece,1,mahece,hece,0
duwa,maduwa,muduwa,musuwa,masuwa,3,1,2.068817848994513,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,22,2019-05-31,11,32,54,66,target,mu,maduwa,0,musuwa,suwa,0
baca,mubaca,mafaca,mufaca,mabaca,2,4,3.853961435990641,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,23,2019-05-31,11,32,54,66,target,ma,mabaca,1,mafaca,faca,0
gecu,mahecu,mugecu,muhecu,magecu,1,4,2.252660352998646,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,24,2019-05-31,11,32,54,66,target,ma,magecu,1,mahecu,hecu,0
zawo,muzawo,macawo,mucawo,mazawo,4,4,2.670104707009159,1,nat_prod,Natural production_2019_May_31_1132.csv,1,1,25,2019-05-31,11,32,54,66,filler,ma,mazawo,1,mazawo,zawo,1
gace,mahace,magace,mugace,muhace,1,2,2.30065637199732,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,26,2019-05-31,11,32,54,66,target,ma,magace,1,mahace,hace,0
bonu,mabonu,mafonu,mubonu,mufonu,2,3,3.3167500239942456,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,27,2019-05-31,11,32,54,66,target,ma,mubonu,0,mafonu,fonu,0
gemi,mahemi,muhemi,magemi,mugemi,1,3,2.7684141200006707,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,28,2019-05-31,11,32,54,66,target,ma,magemi,1,mahemi,hemi,0
zewo,macewo,muzewo,mucewo,mazewo,4,4,4.393366119998973,1,nat_prod,Natural production_2019_May_31_1132.csv,1,1,29,2019-05-31,11,32,54,66,filler,ma,mazewo,1,mazewo,zewo,1
cuya,muzuya,macuya,mazuya,mucuya,4,2,2.6013537449907744,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,30,2019-05-31,11,32,54,66,filler,mu,macuya,0,mucuya,cuya,1
deyu,mudeyu,museyu,maseyu,madeyu,3,4,3.651260799000738,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,31,2019-05-31,11,32,54,66,target,ma,madeyu,1,maseyu,seyu,0
buna,mubuna,mufuna,mabuna,mafuna,2,3,2.702045839992934,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,32,2019-05-31,11,32,54,66,target,mu,mabuna,0,mufuna,funa,0
yuca,maluca,muluca,mayuca,muyuca,4,4,2.2447612750111148,1,nat_prod,Natural production_2019_May_31_1132.csv,1,1,33,2019-05-31,11,32,54,66,filler,mu,muyuca,1,muyuca,yuca,1
gewu,mahewu,magewu,mugewu,muhewu,1,2,3.087540249005542,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,34,2019-05-31,11,32,54,66,target,ma,magewu,1,mahewu,hewu,0
buze,mafuze,mufuze,mabuze,mubuze,2,3,2.0351670239906525,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,35,2019-05-31,11,32,54,66,target,mu,mabuze,0,mufuze,fuze,0
ceya,mazeya,muzeya,muceya,maceya,4,3,1.7524367090081796,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,36,2019-05-31,11,32,54,66,filler,ma,muceya,0,maceya,ceya,1
yani,malani,muyani,mulani,mayani,4,1,2.6834674129931955,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,37,2019-05-31,11,32,54,66,filler,ma,malani,1,mayani,yani,0
galu,mahalu,muhalu,magalu,mugalu,1,3,2.149745807997533,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,38,2019-05-31,11,32,54,66,target,ma,magalu,1,mahalu,halu,0
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,4,3.5042208619997837,1,nat_prod,Natural production_2019_May_31_1132.csv,1,1,39,2019-05-31,11,32,54,66,filler,mu,muyuwo,1,muyuwo,yuwo,1
yecu,muyecu,malecu,mulecu,mayecu,4,4,4.015793130005477,1,nat_prod,Natural production_2019_May_31_1132.csv,1,1,40,2019-05-31,11,32,54,66,filler,ma,mayecu,1,mayecu,yecu,1
demi,mudemi,musemi,masemi,mademi,3,4,1.5029169640038162,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,41,2019-05-31,11,32,54,66,target,ma,mademi,1,masemi,semi,0
caya,mucaya,muzaya,macaya,mazaya,3,3,3.1833430910046445,1,nat_prod,Natural production_2019_May_31_1132.csv,1,1,42,2019-05-31,11,32,54,66,filler,ma,macaya,1,macaya,caya,1
cuyu,mazuyu,muzuyu,macuyu,mucuyu,4,3,1.91706062600133,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,43,2019-05-31,11,32,54,66,filler,mu,macuyu,0,mucuyu,cuyu,1
dumu,mudumu,madumu,musumu,masumu,3,2,4.885773750997032,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,44,2019-05-31,11,32,54,66,target,mu,madumu,0,musumu,sumu,0
buma,mafuma,mufuma,mabuma,mubuma,2,3,2.449164555990137,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,45,2019-05-31,11,32,54,66,target,mu,mabuma,0,mufuma,fuma,0
dewo,musewo,madewo,masewo,mudewo,3,3,4.219336194990319,1,nat_prod,Natural production_2019_May_31_1132.csv,1,1,46,2019-05-31,11,32,54,66,target,ma,masewo,1,masewo,sewo,1
dezu,musezu,madezu,masezu,musezu,3,2,2.5679252840054687,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,47,2019-05-31,11,32,54,66,target,ma,madezu,1,masezu,sezu,0
dume,madume,masume,musume,mudume,3,1,1.756600245993468,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,48,2019-05-31,11,32,54,66,target,mu,madume,0,musume,sume,0
gume,magume,muhume,mugume,mahume,2,1,3.9681109259981895,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,49,2019-05-31,11,32,54,66,target,mu,magume,0,muhume,hume,0
guli,maguli,muhuli,mahuli,muguli,2,1,2.618521926997346,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,50,2019-05-31,11,32,54,66,target,mu,maguli,0,muhuli,huli,0
gazu,mahazu,mugazu,magazu,muhazu,1,3,2.90086063099443,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,51,2019-05-31,11,32,54,66,target,ma,magazu,1,mahazu,hazu,0
zeyu,muzeyu,muceyu,maceyu,mazeyu,4,4,3.8181316230038647,1,nat_prod,Natural production_2019_May_31_1132.csv,1,1,52,2019-05-31,11,32,54,66,filler,ma,mazeyu,1,mazeyu,zeyu,1
boze,muboze,mafoze,mufoze,maboze,2,4,2.153198818996316,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,53,2019-05-31,11,32,54,66,target,ma,maboze,1,mafoze,foze,0
gaya,mahaya,magaya,mugaya,muhaya,1,2,1.7346884199941996,0,nat_prod,Natural production_2019_May_31_1132.csv,1,1,54,2019-05-31,11,32,54,66,target,ma,magaya,1,mahaya,haya,0
yazu,malazu,mulazu,muyazu,mayazu,4,4,9.549079921000157,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,1,2019-05-21,14,3,54,15,filler,ma,mayazu,1,mayazu,yazu,1
bazu,mabazu,mafazu,mufazu,mubazu,2,2,7.785845938999955,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,2,2019-05-21,14,3,54,15,target,ma,mafazu,1,mafazu,fazu,1
cuyu,mazuyu,muzuyu,macuyu,mucuyu,4,3,6.333400982000057,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,3,2019-05-21,14,3,54,15,filler,mu,macuyu,0,mucuyu,cuyu,1
buna,mubuna,mufuna,mabuna,mafuna,2,4,8.340023813000244,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,4,2019-05-21,14,3,54,15,target,mu,mafuna,0,mufuna,funa,1
dume,madume,masume,musume,mudume,3,2,11.938324377999834,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,5,2019-05-21,14,3,54,15,target,mu,masume,0,musume,sume,1
bome,mubome,mafome,mufome,mubayu,2,2,16.439201443,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,6,2019-05-21,14,3,54,15,target,ma,mafome,1,mafome,fome,1
gecu,mahecu,mugecu,muhecu,magecu,1,4,3.720724840999992,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,7,2019-05-21,14,3,54,15,target,ma,magecu,1,mahecu,hecu,0
dewo,musewo,madewo,masewo,mudewo,3,3,9.490144366000095,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,8,2019-05-21,14,3,54,15,target,ma,masewo,1,masewo,sewo,1
dumu,mudumu,madumu,musumu,masumu,3,4,18.473388069000066,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,9,2019-05-21,14,3,54,15,target,mu,masumu,0,musumu,sumu,1
ceya,mazeya,muzeya,muceya,maceya,4,4,11.199135445999673,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,10,2019-05-21,14,3,54,15,filler,ma,maceya,1,maceya,ceya,1
ceyu,mazeyu,muceyu,muzeyu,maceyu,4,1,14.965781265999794,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,11,2019-05-21,14,3,54,15,filler,ma,mazeyu,1,maceyu,ceyu,0
yuca,maluca,muluca,mayuca,muyuca,4,1,8.840057457999592,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,12,2019-05-21,14,3,54,15,filler,mu,maluca,0,muyuca,yuca,0
deyu,mudeyu,museyu,maseyu,madeyu,3,3,15.552005785999881,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,13,2019-05-21,14,3,54,15,target,ma,maseyu,1,maseyu,seyu,1
guwu,mahuwu,muhuwu,maguwu,muguwu,2,4,12.948203062000175,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,14,2019-05-21,14,3,54,15,target,mu,muguwu,1,muhuwu,huwu,0
guli,maguli,muhuli,mahuli,muguli,2,2,19.183990558000005,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,15,2019-05-21,14,3,54,15,target,mu,muhuli,1,muhuli,huli,1
gece,mahece,mugece,muhece,magece,1,4,11.048381573999905,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,16,2019-05-21,14,3,54,15,target,ma,magece,1,mahece,hece,0
duwa,maduwa,muduwa,musuwa,masuwa,3,1,3.337372684999991,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,17,2019-05-21,14,3,54,15,target,mu,maduwa,0,musuwa,suwa,0
gace,mahace,magace,mugace,muhace,1,4,12.347358839000208,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,18,2019-05-21,14,3,54,15,target,ma,muhace,0,mahace,hace,1
yecu,muyecu,malecu,mulecu,mayecu,4,1,4.451333757000157,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,19,2019-05-21,14,3,54,15,filler,ma,muyecu,0,mayecu,yecu,1
dezu,musezu,madezu,masezu,musezu,3,1,16.746890595000423,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,20,2019-05-21,14,3,54,15,target,ma,musezu,0,masezu,sezu,1
leya,muleya,mayeya,maleya,muyeya,3,3,16.11844795099978,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,21,2019-05-21,14,3,54,15,filler,ma,maleya,1,maleya,leya,1
gemi,mahemi,muhemi,magemi,mugemi,1,1,16.728846448999775,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,22,2019-05-21,14,3,54,15,target,ma,mahemi,1,mahemi,hemi,1
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,3,12.99850761899961,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,23,2019-05-21,14,3,54,15,filler,mu,muluwo,1,muyuwo,yuwo,0
guce,muhuce,mahuce,muguce,maguce,1,2,9.06647233700005,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,24,2019-05-21,14,3,54,15,target,mu,mahuce,0,muhuce,huce,1
gume,magume,muhume,mugume,mahume,2,3,13.25635862099989,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,25,2019-05-21,14,3,54,15,target,mu,mugume,1,muhume,hume,0
boze,muboze,mafoze,mufoze,maboze,2,2,8.84931156499988,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,26,2019-05-21,14,3,54,15,target,ma,mafoze,1,mafoze,foze,1
zuyu,mazuyu,mucuyu,macuyu,muzuyu,4,2,8.45016970200004,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,27,2019-05-21,14,3,54,15,filler,mu,mucuyu,1,muzuyu,zuyu,0
zeyu,muzeyu,muceyu,maceyu,mazeyu,4,3,19.293291630999647,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,28,2019-05-21,14,3,54,15,filler,ma,maceyu,1,mazeyu,zeyu,0
liya,muyiya,muliya,maliya,mayiya,3,2,4.7675391289999425,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,29,2019-05-21,14,3,54,15,filler,ma,muliya,0,maliya,liya,1
gumo,mugumo,muhumo,mahumo,mahumo,2,2,7.8866923589998805,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,30,2019-05-21,14,3,54,15,target,mu,muhumo,1,muhumo,humo,1
zewo,macewo,muzewo,mucewo,mazewo,4,3,22.61855116200013,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,31,2019-05-21,14,3,54,15,filler,ma,mucewo,0,mazewo,zewo,0
geye,maheye,muheye,mageye,mugeye,1,3,9.235837185000037,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,32,2019-05-21,14,3,54,15,target,ma,mageye,1,maheye,heye,0
dule,masule,madule,musule,mudule,3,2,24.965983541999776,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,33,2019-05-21,14,3,54,15,target,mu,madule,0,musule,sule,0
geza,maheza,muheza,mugeza,mageza,1,2,12.148952136999924,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,34,2019-05-21,14,3,54,15,target,ma,muheza,0,maheza,heza,1
cuya,muzuya,macuya,mazuya,mucuya,4,1,27.25914456700002,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,35,2019-05-21,14,3,54,15,filler,mu,muzuya,1,mucuya,cuya,0
lawo,muyawo,mayawo,malawo,mulawo,3,4,18.78024591800022,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,36,2019-05-21,14,3,54,15,filler,ma,mulawo,0,malawo,lawo,1
buze,mafuze,mufuze,mabuze,mubuze,2,4,12.103799942000023,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,37,2019-05-21,14,3,54,15,target,mu,mubuze,1,mufuze,fuze,0
caya,mucaya,muzaya,macaya,mazaya,3,2,4.1515993610000805,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,38,2019-05-21,14,3,54,15,filler,ma,muzaya,0,macaya,caya,0
gamo,mahamo,mugamo,magamo,muhamo,1,2,10.049597920999986,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,39,2019-05-21,14,3,54,15,target,ma,mugamo,0,mahamo,hamo,0
gami,mahami,muhami,mugami,magami,1,3,14.968798118999985,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,40,2019-05-21,14,3,54,15,target,ma,mugami,0,mahami,hami,0
gunu,magunu,muhunu,mahunu,mugunu,2,4,8.731293468000331,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,41,2019-05-21,14,3,54,15,target,mu,mugunu,1,muhunu,hunu,0
gaya,mahaya,magaya,mugaya,muhaya,1,3,9.699305018999894,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,42,2019-05-21,14,3,54,15,target,ma,mugaya,0,mahaya,haya,0
galu,mahalu,muhalu,magalu,mugalu,1,2,23.73175603200025,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,43,2019-05-21,14,3,54,15,target,ma,muhalu,0,mahalu,halu,1
bonu,mabonu,mafonu,mubonu,mufonu,2,3,13.99758773700023,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,44,2019-05-21,14,3,54,15,target,ma,mubonu,0,mafonu,fonu,0
dewa,mufawa,mudewa,mafawa,madewa,3,1,5.819659083999795,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,45,2019-05-21,14,3,54,15,target,ma,mufawa,0,mafawa,fawa,1
yani,malani,muyani,mulani,mayani,4,2,6.557146367999849,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,46,2019-05-21,14,3,54,15,filler,ma,muyani,0,mayani,yani,1
gewu,mahewu,magewu,mugewu,muhewu,1,3,18.844509409999773,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,47,2019-05-21,14,3,54,15,target,ma,mugewu,0,mahewu,hewu,0
bayu,mubayu,mafayu,mufayu,mabayu,2,2,5.057445472999916,1,nat_prod,Natural production_2019_May_21_1403.csv,1,1,48,2019-05-21,14,3,54,15,target,ma,mafayu,1,mafayu,fayu,1
demi,mudemi,musemi,masemi,mademi,3,4,10.132294539000213,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,49,2019-05-21,14,3,54,15,target,ma,mademi,1,masemi,semi,0
zawo,muzawo,macawo,mucawo,mazawo,4,3,6.30028055899993,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,50,2019-05-21,14,3,54,15,filler,ma,mucawo,0,mazawo,zawo,0
baca,mubaca,mafaca,mufaca,mabaca,2,3,6.950939316000131,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,51,2019-05-21,14,3,54,15,target,ma,mufaca,0,mafaca,faca,1
buma,mafuma,mufuma,mabuma,mubuma,2,1,9.236602173999927,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,52,2019-05-21,14,3,54,15,target,mu,mafuma,0,mufuma,fuma,1
gazu,mahazu,mugazu,magazu,muhazu,1,4,16.153055785000106,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,53,2019-05-21,14,3,54,15,target,ma,muhazu,0,mahazu,hazu,1
luwo,mayuwo,muyuwo,muluwo,maluwo,3,4,5.451960481000242,0,nat_prod,Natural production_2019_May_21_1403.csv,1,1,54,2019-05-21,14,3,54,15,filler,mu,maluwo,0,muluwo,luwo,1
cuya,muzuya,macuya,mazuya,mucuya,4,4,10.564362719999963,1,nat_prod,Natural production_2019_May_23_1705.csv,1,1,1,2019-05-23,17,5,54,33,filler,mu,mucuya,1,mucuya,cuya,1
dume,madume,masume,musume,mudume,3,1,7.167306094999958,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,2,2019-05-23,17,5,54,33,target,mu,madume,0,musume,sume,0
gamo,mahamo,mugamo,magamo,muhamo,1,2,3.7348951220001254,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,3,2019-05-23,17,5,54,33,target,ma,mugamo,0,mahamo,hamo,0
gume,magume,muhume,mugume,mahume,2,1,3.8368812559999697,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,4,2019-05-23,17,5,54,33,target,mu,magume,0,muhume,hume,0
leya,muleya,mayeya,maleya,muyeya,3,3,5.884577885999988,1,nat_prod,Natural production_2019_May_23_1705.csv,1,1,5,2019-05-23,17,5,54,33,filler,ma,maleya,1,maleya,leya,1
guwu,mahuwu,muhuwu,maguwu,muguwu,2,3,5.29996296000013,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,6,2019-05-23,17,5,54,33,target,mu,maguwu,0,muhuwu,huwu,0
bome,mubome,mafome,mufome,mubayu,2,2,3.0508632840001155,1,nat_prod,Natural production_2019_May_23_1705.csv,1,1,7,2019-05-23,17,5,54,33,target,ma,mafome,1,mafome,fome,1
gace,mahace,magace,mugace,muhace,1,2,4.044115672000089,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,8,2019-05-23,17,5,54,33,target,ma,magace,1,mahace,hace,0
gunu,magunu,muhunu,mahunu,mugunu,2,1,4.44999911900004,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,9,2019-05-23,17,5,54,33,target,mu,magunu,0,muhunu,hunu,0
duwa,maduwa,muduwa,musuwa,masuwa,3,1,4.7879298739999285,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,10,2019-05-23,17,5,54,33,target,mu,maduwa,0,musuwa,suwa,0
lawo,muyawo,mayawo,malawo,mulawo,3,4,2.326246324000067,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,11,2019-05-23,17,5,54,33,filler,ma,mulawo,0,malawo,lawo,1
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,1,9.015092750000122,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,12,2019-05-23,17,5,54,33,filler,mu,mayuwo,0,muyuwo,yuwo,1
galu,mahalu,muhalu,magalu,mugalu,1,4,2.401377836000165,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,13,2019-05-23,17,5,54,33,target,ma,mugalu,0,mahalu,halu,0
buze,mafuze,mufuze,mabuze,mubuze,2,3,8.93476813899997,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,14,2019-05-23,17,5,54,33,target,mu,mabuze,0,mufuze,fuze,0
luwo,mayuwo,muyuwo,muluwo,maluwo,3,3,9.584203163999973,1,nat_prod,Natural production_2019_May_23_1705.csv,1,1,15,2019-05-23,17,5,54,33,filler,mu,muluwo,1,muluwo,luwo,1
buna,mubuna,mufuna,mabuna,mafuna,2,3,3.987820653999961,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,16,2019-05-23,17,5,54,33,target,mu,mabuna,0,mufuna,funa,0
gaya,mahaya,magaya,mugaya,muhaya,1,2,1.768296583999927,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,17,2019-05-23,17,5,54,33,target,ma,magaya,1,mahaya,haya,0
zeyu,muzeyu,muceyu,maceyu,mazeyu,4,1,2.9477230009999857,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,18,2019-05-23,17,5,54,33,filler,ma,muzeyu,0,mazeyu,zeyu,1
gami,mahami,muhami,mugami,magami,1,3,3.3395743609999045,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,19,2019-05-23,17,5,54,33,target,ma,mugami,0,mahami,hami,0
gazu,mahazu,mugazu,magazu,muhazu,1,2,2.648184825000044,0,nat_prod,Natural production_2019_May_23_1705.csv,1,1,20,2019-05-23,17,5,54,33,target,ma,mugazu,0,mahazu,hazu,0
