item,choice1,choice2,choice3,choice4,corrAns,givenAns,rt,correct,cond,filename,natural,production,displayOrder,date,hour,min,n,subject,target,expectedprefix,response,vowel_correct,expectedanswer,expectedstem,consonant_correct
dewo,musewo,madewo,masewo,mudewo,3,3,3.034032995999951,1,nat_prod,Natural production_2019_May_21_1527.csv,1,1,25,2019-05-21,15,27,54,18,target,ma,masewo,1,masewo,sewo,1
dume,madume,masume,musume,mudume,3,4,3.1086505410003156,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,26,2019-05-21,15,27,54,18,target,mu,mudume,1,musume,sume,0
gaya,mahaya,magaya,mugaya,muhaya,1,2,4.151722710000286,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,27,2019-05-21,15,27,54,18,target,ma,magaya,1,mahaya,haya,0
gunu,magunu,muhunu,mahunu,mugunu,2,3,4.173942129000352,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,28,2019-05-21,15,27,54,18,target,mu,mahunu,0,muhunu,hunu,1
zuyu,mazuyu,mucuyu,macuyu,muzuyu,4,2,4.74915752600009,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,29,2019-05-21,15,27,54,18,filler,mu,mucuyu,1,muzuyu,zuyu,0
gamo,mahamo,mugamo,magamo,muhamo,1,3,3.155225853000047,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,30,2019-05-21,15,27,54,18,target,ma,magamo,1,mahamo,hamo,0
buze,mafuze,mufuze,mabuze,mubuze,2,4,4.3171042940002735,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,31,2019-05-21,15,27,54,18,target,mu,mubuze,1,mufuze,fuze,0
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,3,4.584696283000085,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,32,2019-05-21,15,27,54,18,filler,mu,muluwo,1,muyuwo,yuwo,0
lawo,muyawo,mayawo,malawo,mulawo,3,3,9.123109699999986,1,nat_prod,Natural production_2019_May_21_1527.csv,1,1,33,2019-05-21,15,27,54,18,filler,ma,malawo,1,malawo,lawo,1
yuca,maluca,muluca,mayuca,muyuca,4,2,4.326512328000717,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,34,2019-05-21,15,27,54,18,filler,mu,muluca,1,muyuca,yuca,0
yani,malani,muyani,mulani,mayani,4,3,3.1353801960003693,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,35,2019-05-21,15,27,54,18,filler,ma,mulani,0,mayani,yani,0
gace,mahace,magace,mugace,muhace,1,1,3.892888671000037,1,nat_prod,Natural production_2019_May_21_1527.csv,1,1,36,2019-05-21,15,27,54,18,target,ma,mahace,1,mahace,hace,1
boze,muboze,mafoze,mufoze,maboze,2,3,2.3509022380003444,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,37,2019-05-21,15,27,54,18,target,ma,mufoze,0,mafoze,foze,1
cuya,muzuya,macuya,mazuya,mucuya,4,4,2.701173872000254,1,nat_prod,Natural production_2019_May_21_1527.csv,1,1,38,2019-05-21,15,27,54,18,filler,mu,mucuya,1,mucuya,cuya,1
liya,muyiya,muliya,maliya,mayiya,3,3,2.404809727000611,1,nat_prod,Natural production_2019_May_21_1527.csv,1,1,39,2019-05-21,15,27,54,18,filler,ma,maliya,1,maliya,liya,1
dule,masule,madule,musule,mudule,3,2,4.084784486999524,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,40,2019-05-21,15,27,54,18,target,mu,madule,0,musule,sule,0
bonu,mabonu,mafonu,mubonu,mufonu,2,4,5.604047785999683,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,41,2019-05-21,15,27,54,18,target,ma,mufonu,0,mafonu,fonu,1
baca,mubaca,mafaca,mufaca,mabaca,2,4,2.4846798830003536,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,42,2019-05-21,15,27,54,18,target,ma,mabaca,1,mafaca,faca,0
dumu,mudumu,madumu,musumu,masumu,3,3,3.019850220999615,1,nat_prod,Natural production_2019_May_21_1527.csv,1,1,43,2019-05-21,15,27,54,18,target,mu,musumu,1,musumu,sumu,1
ceyu,mazeyu,muceyu,muzeyu,maceyu,4,3,1.9008648450007968,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,44,2019-05-21,15,27,54,18,filler,ma,muzeyu,0,maceyu,ceyu,0
caya,mucaya,muzaya,macaya,mazaya,3,4,2.3022699339999235,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,45,2019-05-21,15,27,54,18,filler,ma,mazaya,1,macaya,caya,0
gazu,mahazu,mugazu,magazu,muhazu,1,2,4.5009830340004555,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,46,2019-05-21,15,27,54,18,target,ma,mugazu,0,mahazu,hazu,0
zawo,muzawo,macawo,mucawo,mazawo,4,2,3.475187793999794,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,47,2019-05-21,15,27,54,18,filler,ma,macawo,1,mazawo,zawo,0
guce,muhuce,mahuce,muguce,maguce,1,1,2.1343710669998472,1,nat_prod,Natural production_2019_May_21_1527.csv,1,1,48,2019-05-21,15,27,54,18,target,mu,muhuce,1,muhuce,huce,1
zewo,macewo,muzewo,mucewo,mazewo,4,3,2.244974330000332,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,49,2019-05-21,15,27,54,18,filler,ma,mucewo,0,mazewo,zewo,0
gewu,mahewu,magewu,mugewu,muhewu,1,2,3.905767459999879,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,50,2019-05-21,15,27,54,18,target,ma,magewu,1,mahewu,hewu,0
dezu,musezu,madezu,masezu,musezu,3,2,1.6015527859999565,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,51,2019-05-21,15,27,54,18,target,ma,madezu,1,masezu,sezu,0
yecu,muyecu,malecu,mulecu,mayecu,4,4,3.334689921000063,1,nat_prod,Natural production_2019_May_21_1527.csv,1,1,52,2019-05-21,15,27,54,18,filler,ma,mayecu,1,mayecu,yecu,1
geye,maheye,muheye,mageye,mugeye,1,3,3.78490003800016,0,nat_prod,Natural production_2019_May_21_1527.csv,1,1,53,2019-05-21,15,27,54,18,target,ma,mageye,1,maheye,heye,0
guli,maguli,muhuli,mahuli,muguli,2,2,3.3521331330002795,1,nat_prod,Natural production_2019_May_21_1527.csv,1,1,54,2019-05-21,15,27,54,18,target,mu,muhuli,1,muhuli,huli,1
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,3,14.138616783006,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,1,2019-05-23,11,6,54,26,filler,mu,muluwo,1,muyuwo,yuwo,0
guli,maguli,muhuli,mahuli,muguli,2,4,3.8501480289996834,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,2,2019-05-23,11,6,54,26,target,mu,muguli,1,muhuli,huli,0
dezu,musezu,madezu,masezu,musezu,3,4,10.93548340399866,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,3,2019-05-23,11,6,54,26,target,ma,musezu,0,masezu,sezu,1
zeyu,muzeyu,muceyu,maceyu,mazeyu,4,2,5.5671352009958355,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,4,2019-05-23,11,6,54,26,filler,ma,muceyu,0,mazeyu,zeyu,0
dule,masule,madule,musule,mudule,3,3,5.735660149992327,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,5,2019-05-23,11,6,54,26,target,mu,musule,1,musule,sule,1
gece,mahece,mugece,muhece,magece,1,4,12.215968548000092,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,6,2019-05-23,11,6,54,26,target,ma,magece,1,mahece,hece,0
guwu,mahuwu,muhuwu,maguwu,muguwu,2,4,11.180623046006076,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,7,2019-05-23,11,6,54,26,target,mu,muguwu,1,muhuwu,huwu,0
yani,malani,muyani,mulani,mayani,4,4,2.7354548599978443,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,8,2019-05-23,11,6,54,26,filler,ma,mayani,1,mayani,yani,1
duwa,maduwa,muduwa,musuwa,masuwa,3,2,4.833703273994615,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,9,2019-05-23,11,6,54,26,target,mu,muduwa,1,musuwa,suwa,0
buze,mafuze,mufuze,mabuze,mubuze,2,4,11.373066176995053,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,10,2019-05-23,11,6,54,26,target,mu,mubuze,1,mufuze,fuze,0
gecu,mahecu,mugecu,muhecu,magecu,1,2,8.536812006001128,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,11,2019-05-23,11,6,54,26,target,ma,mugecu,0,mahecu,hecu,0
bonu,mabonu,mafonu,mubonu,mufonu,2,3,9.505867022002349,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,12,2019-05-23,11,6,54,26,target,ma,mubonu,0,mafonu,fonu,0
gazu,mahazu,mugazu,magazu,muhazu,1,3,3.3079074609995587,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,13,2019-05-23,11,6,54,26,target,ma,magazu,1,mahazu,hazu,0
gunu,magunu,muhunu,mahunu,mugunu,2,3,17.59652237901173,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,14,2019-05-23,11,6,54,26,target,mu,mahunu,0,muhunu,hunu,1
dewo,musewo,madewo,masewo,mudewo,3,1,6.90073562899488,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,15,2019-05-23,11,6,54,26,target,ma,musewo,0,masewo,sewo,1
gume,magume,muhume,mugume,mahume,2,4,13.482064762996743,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,16,2019-05-23,11,6,54,26,target,mu,mahume,0,muhume,hume,1
boze,muboze,mafoze,mufoze,maboze,2,1,10.831611121990136,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,17,2019-05-23,11,6,54,26,target,ma,muboze,0,mafoze,foze,0
dewa,mufawa,mudewa,mafawa,madewa,3,3,6.567228011001134,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,18,2019-05-23,11,6,54,26,target,ma,mafawa,1,mafawa,fawa,1
gaya,mahaya,magaya,mugaya,muhaya,1,1,8.467332276006346,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,19,2019-05-23,11,6,54,26,target,ma,mahaya,1,mahaya,haya,1
demi,mudemi,musemi,masemi,mademi,3,3,2.770311247004429,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,20,2019-05-23,11,6,54,26,target,ma,masemi,1,masemi,semi,1
bome,mubome,mafome,mufome,mubayu,2,2,4.133825460012304,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,21,2019-05-23,11,6,54,26,target,ma,mafome,1,mafome,fome,1
buna,mubuna,mufuna,mabuna,mafuna,2,4,16.40001905900135,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,22,2019-05-23,11,6,54,26,target,mu,mafuna,0,mufuna,funa,1
luwo,mayuwo,muyuwo,muluwo,maluwo,3,2,6.850984767996124,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,23,2019-05-23,11,6,54,26,filler,mu,muyuwo,1,muluwo,luwo,0
cuya,muzuya,macuya,mazuya,mucuya,4,3,2.2856763710005907,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,24,2019-05-23,11,6,54,26,filler,mu,mazuya,0,mucuya,cuya,0
guce,muhuce,mahuce,muguce,maguce,1,3,3.134917151008267,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,25,2019-05-23,11,6,54,26,target,mu,muguce,1,muhuce,huce,0
yazu,malazu,mulazu,muyazu,mayazu,4,4,6.798171243004617,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,26,2019-05-23,11,6,54,26,filler,ma,mayazu,1,mayazu,yazu,1
deyu,mudeyu,museyu,maseyu,madeyu,3,1,4.005062479991466,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,27,2019-05-23,11,6,54,26,target,ma,mudeyu,0,maseyu,seyu,0
ceya,mazeya,muzeya,muceya,maceya,4,1,4.834824657998979,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,28,2019-05-23,11,6,54,26,filler,ma,mazeya,1,maceya,ceya,0
zawo,muzawo,macawo,mucawo,mazawo,4,3,5.202590387998498,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,29,2019-05-23,11,6,54,26,filler,ma,mucawo,0,mazawo,zawo,0
dume,madume,masume,musume,mudume,3,4,3.9258826400036924,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,30,2019-05-23,11,6,54,26,target,mu,mudume,1,musume,sume,0
dumu,mudumu,madumu,musumu,masumu,3,3,2.8692706980073126,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,31,2019-05-23,11,6,54,26,target,mu,musumu,1,musumu,sumu,1
yuca,maluca,muluca,mayuca,muyuca,4,4,3.2260949030023767,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,32,2019-05-23,11,6,54,26,filler,mu,muyuca,1,muyuca,yuca,1
gemi,mahemi,muhemi,magemi,mugemi,1,3,9.182561426001485,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,33,2019-05-23,11,6,54,26,target,ma,magemi,1,mahemi,hemi,0
cuyu,mazuyu,muzuyu,macuyu,mucuyu,4,2,7.115848369008745,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,34,2019-05-23,11,6,54,26,filler,mu,muzuyu,1,mucuyu,cuyu,0
zuyu,mazuyu,mucuyu,macuyu,muzuyu,4,2,7.284235950006405,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,35,2019-05-23,11,6,54,26,filler,mu,mucuyu,1,muzuyu,zuyu,0
leya,muleya,mayeya,maleya,muyeya,3,1,8.465578749004635,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,36,2019-05-23,11,6,54,26,filler,ma,muleya,0,maleya,leya,1
gewu,mahewu,magewu,mugewu,muhewu,1,1,11.615794665995054,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,37,2019-05-23,11,6,54,26,target,ma,mahewu,1,mahewu,hewu,1
geye,maheye,muheye,mageye,mugeye,1,1,18.795990230995812,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,38,2019-05-23,11,6,54,26,target,ma,maheye,1,maheye,heye,1
gace,mahace,magace,mugace,muhace,1,2,5.1169555530068465,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,39,2019-05-23,11,6,54,26,target,ma,magace,1,mahace,hace,0
geza,maheza,muheza,mugeza,mageza,1,4,6.75193098699674,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,40,2019-05-23,11,6,54,26,target,ma,mageza,1,maheza,heza,0
bazu,mabazu,mafazu,mufazu,mubazu,2,2,2.3073112779966323,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,41,2019-05-23,11,6,54,26,target,ma,mafazu,1,mafazu,fazu,1
gumo,mugumo,muhumo,mahumo,mahumo,2,1,11.647570210989215,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,42,2019-05-23,11,6,54,26,target,mu,mugumo,1,muhumo,humo,0
ceyu,mazeyu,muceyu,muzeyu,maceyu,4,4,3.0003718239895534,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,43,2019-05-23,11,6,54,26,filler,ma,maceyu,1,maceyu,ceyu,1
bayu,mubayu,mafayu,mufayu,mabayu,2,3,1.657538030995056,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,44,2019-05-23,11,6,54,26,target,ma,mufayu,0,mafayu,fayu,1
galu,mahalu,muhalu,magalu,mugalu,1,2,1.7854054710041964,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,45,2019-05-23,11,6,54,26,target,ma,muhalu,0,mahalu,halu,1
gami,mahami,muhami,mugami,magami,1,4,3.3834796940063825,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,46,2019-05-23,11,6,54,26,target,ma,magami,1,mahami,hami,0
liya,muyiya,muliya,maliya,mayiya,3,3,5.970367082001758,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,47,2019-05-23,11,6,54,26,filler,ma,maliya,1,maliya,liya,1
zewo,macewo,muzewo,mucewo,mazewo,4,4,2.0445375660056015,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,48,2019-05-23,11,6,54,26,filler,ma,mazewo,1,mazewo,zewo,1
buma,mafuma,mufuma,mabuma,mubuma,2,4,2.7394572290068027,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,49,2019-05-23,11,6,54,26,target,mu,mubuma,1,mufuma,fuma,0
yecu,muyecu,malecu,mulecu,mayecu,4,4,1.7846400990092661,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,50,2019-05-23,11,6,54,26,filler,ma,mayecu,1,mayecu,yecu,1
baca,mubaca,mafaca,mufaca,mabaca,2,2,3.8336488749919226,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,51,2019-05-23,11,6,54,26,target,ma,mafaca,1,mafaca,faca,1
gamo,mahamo,mugamo,magamo,muhamo,1,3,2.62010144800297,0,nat_prod,Natural production_2019_May_23_1106.csv,1,1,52,2019-05-23,11,6,54,26,target,ma,magamo,1,mahamo,hamo,0
lawo,muyawo,mayawo,malawo,mulawo,3,3,11.08259000700491,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,53,2019-05-23,11,6,54,26,filler,ma,malawo,1,malawo,lawo,1
caya,mucaya,muzaya,macaya,mazaya,3,3,2.365212746997713,1,nat_prod,Natural production_2019_May_23_1106.csv,1,1,54,2019-05-23,11,6,54,26,filler,ma,macaya,1,macaya,caya,1
guce,muhuce,mahuce,muguce,maguce,1,2,26.49445724800171,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,1,2019-05-28,11,7,54,56,target,mu,mahuce,0,muhuce,huce,1
dezu,musezu,madezu,masezu,musezu,3,3,7.771522306997213,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,2,2019-05-28,11,7,54,56,target,ma,masezu,1,masezu,sezu,1
ceyu,mazeyu,muceyu,muzeyu,maceyu,4,1,14.064995392007404,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,3,2019-05-28,11,7,54,56,filler,ma,mazeyu,1,maceyu,ceyu,0
demi,mudemi,musemi,masemi,mademi,3,1,6.2499661250039935,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,4,2019-05-28,11,7,54,56,target,ma,mudemi,0,masemi,semi,0
dewa,mufawa,mudewa,mafawa,madewa,3,3,6.198624251992442,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,5,2019-05-28,11,7,54,56,target,ma,mafawa,1,mafawa,fawa,1
yuca,maluca,muluca,mayuca,muyuca,4,4,4.987313538993476,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,6,2019-05-28,11,7,54,56,filler,mu,muyuca,1,muyuca,yuca,1
lawo,muyawo,mayawo,malawo,mulawo,3,3,4.354851117008366,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,7,2019-05-28,11,7,54,56,filler,ma,malawo,1,malawo,lawo,1
ceya,mazeya,muzeya,muceya,maceya,4,1,12.832482369994977,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,8,2019-05-28,11,7,54,56,filler,ma,mazeya,1,maceya,ceya,0
gamo,mahamo,mugamo,magamo,muhamo,1,4,4.8517336750082904,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,9,2019-05-28,11,7,54,56,target,ma,muhamo,0,mahamo,hamo,1
dule,masule,madule,musule,mudule,3,4,8.516040871996665,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,10,2019-05-28,11,7,54,56,target,mu,mudule,1,musule,sule,0
zeyu,muzeyu,muceyu,maceyu,mazeyu,4,1,4.390599727004883,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,11,2019-05-28,11,7,54,56,filler,ma,muzeyu,0,mazeyu,zeyu,1
bazu,mabazu,mafazu,mufazu,mubazu,2,3,17.312835103992256,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,12,2019-05-28,11,7,54,56,target,ma,mufazu,0,mafazu,fazu,1
yazu,malazu,mulazu,muyazu,mayazu,4,2,8.749072132995934,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,13,2019-05-28,11,7,54,56,filler,ma,mulazu,0,mayazu,yazu,0
gami,mahami,muhami,mugami,magami,1,2,5.770516251010122,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,14,2019-05-28,11,7,54,56,target,ma,muhami,0,mahami,hami,1
bome,mubome,mafome,mufome,mubayu,2,3,8.59912496600009,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,15,2019-05-28,11,7,54,56,target,ma,mufome,0,mafome,fome,1
zewo,macewo,muzewo,mucewo,mazewo,4,3,7.5068406079954,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,16,2019-05-28,11,7,54,56,filler,ma,mucewo,0,mazewo,zewo,0
dume,madume,masume,musume,mudume,3,1,2.5012435219978215,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,17,2019-05-28,11,7,54,56,target,mu,madume,0,musume,sume,0
dumu,mudumu,madumu,musumu,masumu,3,2,4.154866916011088,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,18,2019-05-28,11,7,54,56,target,mu,madumu,0,musumu,sumu,0
gece,mahece,mugece,muhece,magece,1,3,4.7676165610027965,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,19,2019-05-28,11,7,54,56,target,ma,muhece,0,mahece,hece,1
buma,mafuma,mufuma,mabuma,mubuma,2,1,10.282632495000144,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,20,2019-05-28,11,7,54,56,target,mu,mafuma,0,mufuma,fuma,1
galu,mahalu,muhalu,magalu,mugalu,1,2,9.99726940599794,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,21,2019-05-28,11,7,54,56,target,ma,muhalu,0,mahalu,halu,1
gemi,mahemi,muhemi,magemi,mugemi,1,2,9.400338556006318,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,22,2019-05-28,11,7,54,56,target,ma,muhemi,0,mahemi,hemi,1
dewo,musewo,madewo,masewo,mudewo,3,3,7.082936698992853,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,23,2019-05-28,11,7,54,56,target,ma,masewo,1,masewo,sewo,1
zawo,muzawo,macawo,mucawo,mazawo,4,2,9.616165711995563,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,24,2019-05-28,11,7,54,56,filler,ma,macawo,1,mazawo,zawo,0
guwu,mahuwu,muhuwu,maguwu,muguwu,2,1,4.350328853004612,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,25,2019-05-28,11,7,54,56,target,mu,mahuwu,0,muhuwu,huwu,1
guli,maguli,muhuli,mahuli,muguli,2,3,4.451159005009686,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,26,2019-05-28,11,7,54,56,target,mu,mahuli,0,muhuli,huli,1
buna,mubuna,mufuna,mabuna,mafuna,2,4,7.699797844994464,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,27,2019-05-28,11,7,54,56,target,mu,mafuna,0,mufuna,funa,1
gewu,mahewu,magewu,mugewu,muhewu,1,1,3.9014071139972657,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,28,2019-05-28,11,7,54,56,target,ma,mahewu,1,mahewu,hewu,1
bayu,mubayu,mafayu,mufayu,mabayu,2,2,4.123791898004129,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,29,2019-05-28,11,7,54,56,target,ma,mafayu,1,mafayu,fayu,1
caya,mucaya,muzaya,macaya,mazaya,3,2,5.7818982640019385,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,30,2019-05-28,11,7,54,56,filler,ma,muzaya,0,macaya,caya,0
boze,muboze,mafoze,mufoze,maboze,2,3,6.4682983990060166,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,31,2019-05-28,11,7,54,56,target,ma,mufoze,0,mafoze,foze,1
gume,magume,muhume,mugume,mahume,2,4,9.64761750899197,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,32,2019-05-28,11,7,54,56,target,mu,mahume,0,muhume,hume,1
luwo,mayuwo,muyuwo,muluwo,maluwo,3,1,8.336512918991502,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,33,2019-05-28,11,7,54,56,filler,mu,mayuwo,0,muluwo,luwo,0
cuyu,mazuyu,muzuyu,macuyu,mucuyu,4,1,3.1837915899959626,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,34,2019-05-28,11,7,54,56,filler,mu,mazuyu,0,mucuyu,cuyu,0
cuya,muzuya,macuya,mazuya,mucuya,4,3,4.61982538299344,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,35,2019-05-28,11,7,54,56,filler,mu,mazuya,0,mucuya,cuya,0
gumo,mugumo,muhumo,mahumo,mahumo,2,3,4.151622434990713,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,36,2019-05-28,11,7,54,56,target,mu,mahumo,0,muhumo,humo,1
yani,malani,muyani,mulani,mayani,4,1,4.350984977005282,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,37,2019-05-28,11,7,54,56,filler,ma,malani,1,mayani,yani,0
geza,maheza,muheza,mugeza,mageza,1,1,2.5683009439962916,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,38,2019-05-28,11,7,54,56,target,ma,maheza,1,maheza,heza,1
yecu,muyecu,malecu,mulecu,mayecu,4,2,5.800997958009248,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,39,2019-05-28,11,7,54,56,filler,ma,malecu,1,mayecu,yecu,0
deyu,mudeyu,museyu,maseyu,madeyu,3,2,4.838858738003182,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,40,2019-05-28,11,7,54,56,target,ma,museyu,0,maseyu,seyu,1
geye,maheye,muheye,mageye,mugeye,1,1,2.8844530019996455,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,41,2019-05-28,11,7,54,56,target,ma,maheye,1,maheye,heye,1
gunu,magunu,muhunu,mahunu,mugunu,2,3,7.989264678006293,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,42,2019-05-28,11,7,54,56,target,mu,mahunu,0,muhunu,hunu,1
duwa,maduwa,muduwa,musuwa,masuwa,3,4,6.384040042001288,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,43,2019-05-28,11,7,54,56,target,mu,masuwa,0,musuwa,suwa,1
gazu,mahazu,mugazu,magazu,muhazu,1,1,15.307378271012567,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,44,2019-05-28,11,7,54,56,target,ma,mahazu,1,mahazu,hazu,1
zuyu,mazuyu,mucuyu,macuyu,muzuyu,4,2,4.351294285996119,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,45,2019-05-28,11,7,54,56,filler,mu,mucuyu,1,muzuyu,zuyu,0
buze,mafuze,mufuze,mabuze,mubuze,2,1,11.465229289999115,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,46,2019-05-28,11,7,54,56,target,mu,mafuze,0,mufuze,fuze,1
gace,mahace,magace,mugace,muhace,1,1,2.7345906580012525,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,47,2019-05-28,11,7,54,56,target,ma,mahace,1,mahace,hace,1
baca,mubaca,mafaca,mufaca,mabaca,2,2,4.302044127995032,1,nat_prod,Natural production_2019_May_28_1107.csv,1,1,48,2019-05-28,11,7,54,56,target,ma,mafaca,1,mafaca,faca,1
yuwo,mayuwo,maluwo,muluwo,muyuwo,4,3,11.265371458997834,0,nat_prod,Natural production_2019_May_28_1107.csv,1,1,49,2019-05-28,11,7,54,56,filler,mu,muluwo,1,muyuwo,yuwo,0
