item,choice1,choice2,choice3,choice4,corrAns,givenAns,rt,correct,cond,filename,natural,production,displayOrder,date,hour,min,n,subject
hunu,1. mahunu,2. muhunu,3. magunu,4. mugunu,4,1,4.722976205000123,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,11,2019-05-24,11,59,54,37
luwo,1. maluwo,2. muyuwo,3. mayuwo,4. muluwo,4,2,5.482912022999699,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,12,2019-05-24,11,59,54,37
hazu,1. magazu,2. mahazu,3. mugazu,4. muhazu,1,4,6.1392390230003,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,13,2019-05-24,11,59,54,37
hume,1. mugume,2. magume,3. muhume,4. mahume,1,4,5.350929684999755,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,14,2019-05-24,11,59,54,37
humo,1. mahumo,2. muhumo,3. magumo,4. mugumo,4,2,6.068353745999957,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,15,2019-05-24,11,59,54,37
fuma,1. mafuma,2. mubuma,3. mabuma,4. mufuma,2,1,1.7847337800003515,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,16,2019-05-24,11,59,54,37
yani,1. muyani,2. mayani,3. mulani,4. mulani,2,1,4.703545831000156,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,17,2019-05-24,11,59,54,37
sezu,1. madezu,2. masezu,3. mudezu,4. musezu,1,3,2.168127666000146,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,18,2019-05-24,11,59,54,37
sumu,1. masumu,2. musumu,3. madumu,4. mudumu,4,4,4.42374940100035,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,19,2019-05-24,11,59,54,37
cuya,1. macuya,2. muzuya,3. mucuya,4. mazuya,3,4,6.781234925000717,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,20,2019-05-24,11,59,54,37
fazu,1. mufazu,2. mubazu,3. mafazu,4. mabazu,4,4,8.337041319000491,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,21,2019-05-24,11,59,54,37
sewo,1. masewo,2. musewo,3. madewo,4. mudewo,3,4,4.757750708000458,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,22,2019-05-24,11,59,54,37
sume,1. masume,2. madume,3. mudume,4. musume,3,3,9.531580111999574,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,23,2019-05-24,11,59,54,37
yecu,1. mulecu,2. muyecu,3. mayecu,4. malecu,3,1,4.501271461000215,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,24,2019-05-24,11,59,54,37
fome,1. mufome,2. mubome,3. mafome,4. mabome,4,3,5.167268746000445,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,25,2019-05-24,11,59,54,37
lawo,1. malawo,2. mulawo,3. mayawo,4. muyawo,1,2,4.7010492110002815,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,26,2019-05-24,11,59,54,37
heye,1. muheye,2. mugeye,3. maheye,4. mageye,4,1,5.35189199800061,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,27,2019-05-24,11,59,54,37
huwu,1. mahuwu,2. maguwu,3. muguwu,4. muhuwu,3,1,5.967109501999403,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,28,2019-05-24,11,59,54,37
zawo,1. macawo,2. mucawo,3. mazawo,4. muzawo,3,2,5.23759126799996,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,29,2019-05-24,11,59,54,37
fonu,1. mufonu,2. mabonu,3. mafonu,3. mubonu,2,2,3.9340001580003445,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,30,2019-05-24,11,59,54,37
hami,1. muhami,2. mugami,3. magami,4. mahami,3,1,4.622091164000267,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,31,2019-05-24,11,59,54,37
hamo,1. magamo,2. muhamo,3. mahamo,4. mugamo,1,2,3.0991731670001172,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,32,2019-05-24,11,59,54,37
seyu,1. museyu,2. maseyu,3. madeyu,4. mudeyu,3,4,4.4896119109998835,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,33,2019-05-24,11,59,54,37
huli,1. maguli,2. muguli,3. muhuli,4. mahuli,2,3,3.134292104999986,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,34,2019-05-24,11,59,54,37
fayu,1. mufayu,2. mafayu,3. mabayu,4. mubayu,3,1,5.0647978070001045,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,35,2019-05-24,11,59,54,37
cuyu,1. mucuyu,2. macuyu,3. mazuyu,4. muzuyu,1,4,10.831714529000237,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,36,2019-05-24,11,59,54,37
zewo,1. muzewo,2. macewo,3. mucewo,4. mazewo,4,4,9.567527187999985,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,37,2019-05-24,11,59,54,37
semi,1. masemi,2. musemi,3. mademi,4. mudemi,3,4,3.1703644400004123,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,38,2019-05-24,11,59,54,37
sewa,1. mudewa,2. madewa,3. masewa,4. musewa,2,1,1.5854838539999037,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,39,2019-05-24,11,59,54,37
hecu,1. magecu,2. mugecu,3. muhecu,4. mahecu,1,4,4.484461676000137,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,40,2019-05-24,11,59,54,37
hace,1. magace,2. mugace,3. muhace,4. mahace,1,4,3.4033905879996382,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,41,2019-05-24,11,59,54,37
hewu,1. muhewu,2. magewu,3. mahewu,4. mugewu,2,3,4.701043125999604,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,42,2019-05-24,11,59,54,37
ceya,1. muzeya,2. maceya,3. mazeya,4. muceya,2,3,2.583066619999954,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,43,2019-05-24,11,59,54,37
yazu,1. mayazu,2. malazu,3. mulazu,4. muyazu,1,3,4.580654212999434,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,44,2019-05-24,11,59,54,37
hemi,1. mahemi,2. muhemi,3. magemi,4. mugemi,3,1,6.968407913000192,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,45,2019-05-24,11,59,54,37
liya,1. mayiya,2. muyiya,3. maliya,4. muliya,3,4,6.534237116999975,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,46,2019-05-24,11,59,54,37
yuwo,1. mayuwo,2. maluwo,3. muluwo,4. muyuwo,4,3,2.1550239040007,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,47,2019-05-24,11,59,54,37
foze,1. maboze,2. muboze,3. mufoze,4. mafoze,1,1,2.381731497000146,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,48,2019-05-24,11,59,54,37
huce,1. mahuce,2. muhuce,3. maguce,4. muguce,4,2,4.41758843199932,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,49,2019-05-24,11,59,54,37
haya,1. muhaya,2. magaya,3. mahaya,4. mugaya,2,3,5.519753918000788,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,50,2019-05-24,11,59,54,37
leya,1. muleya,2. maleya,3. mayeya,4. muyeya,2,1,2.0688214429992513,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,51,2019-05-24,11,59,54,37
fuze,1. mubuze,2. mufuze,3. mafuze,4. mabuze,1,1,2.0076977239996268,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,52,2019-05-24,11,59,54,37
funa,1. mufuna,2. mafuna,3. mabuna,4. mubuna,4,1,3.3879401639997013,0,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,53,2019-05-24,11,59,54,37
sule,1. masule,2. madule,3. musule,4. mudule,4,4,7.316747364000548,1,un_per,Unnatural perception_2019_May_24_1159.csv,0,0,54,2019-05-24,11,59,54,37
yani,1. muyani,2. mayani,3. mulani,4. mulani,2,FALSE,7.949738680996234,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,1,2019-05-31,10,44,54,65
yecu,1. mulecu,2. muyecu,3. mayecu,4. malecu,3,f,6.695518776003155,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,2,2019-05-31,10,44,54,65
ceyu,1. mazeyu,2. maceyu,3. muzeyu,4. muceyu,2,f,6.486466729998938,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,3,2019-05-31,10,44,54,65
heza,1. maheza,2. muheza,3. mugeza,4. mageza,4,k,9.033155890996568,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,4,2019-05-31,10,44,54,65
semi,1. masemi,2. musemi,3. mademi,4. mudemi,3,k,7.83177742701082,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,5,2019-05-31,10,44,54,65
yuwo,1. mayuwo,2. maluwo,3. muluwo,4. muyuwo,4,k,8.554820777004352,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,6,2019-05-31,10,44,54,65
heye,1. muheye,2. mugeye,3. maheye,4. mageye,4,s,7.399959058006061,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,7,2019-05-31,10,44,54,65
fuze,1. mubuze,2. mufuze,3. mafuze,4. mabuze,1,s,8.183079526002984,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,8,2019-05-31,10,44,54,65
hunu,1. mahunu,2. muhunu,3. magunu,4. mugunu,4,f,8.199596637001378,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,9,2019-05-31,10,44,54,65
leya,1. muleya,2. maleya,3. mayeya,4. muyeya,2,f,5.298901001995546,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,10,2019-05-31,10,44,54,65
hace,1. magace,2. mugace,3. muhace,4. mahace,1,k,5.966079684993019,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,11,2019-05-31,10,44,54,65
ceya,1. muzeya,2. maceya,3. mazeya,4. muceya,2,f,7.533556629990926,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,12,2019-05-31,10,44,54,65
zuyu,1. mucuyu,2. macuyu,3. muzuyu,4. mazuyu,3,h,6.990960523995454,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,13,2019-05-31,10,44,54,65
fazu,1. mufazu,2. mubazu,3. mafazu,4. mabazu,4,k,9.132012611007667,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,14,2019-05-31,10,44,54,65
yani,1. muyani,2. mayani,3. mulani,4. mulani,2,f,2.3270385509968037,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,15,2019-05-31,10,44,54,65
sezu,1. madezu,2. masezu,3. mudezu,4. musezu,1,k,3.2379504080017796,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,16,2019-05-31,10,44,54,65
liya,1. mayiya,2. muyiya,3. maliya,4. muliya,3,h,3.3178440040064743,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,17,2019-05-31,10,44,54,65
zeyu,1. muceyu,2. mazeyu,3. maceyu,4. muzeyu,2,k,1.6235543689981569,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,18,2019-05-31,10,44,54,65
hecu,1. magecu,2. mugecu,3. muhecu,4. mahecu,1,h,2.751035553010297,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,19,2019-05-31,10,44,54,65
cuyu,1. mucuyu,2. macuyu,3. mazuyu,4. muzuyu,1,k,5.317096724000294,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,20,2019-05-31,10,44,54,65
yazu,1. mayazu,2. malazu,3. mulazu,4. muyazu,1,s,4.828843908995623,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,21,2019-05-31,10,44,54,65
hami,1. muhami,2. mugami,3. magami,4. mahami,3,k,3.6031274020060664,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,22,2019-05-31,10,44,54,65
hemi,1. mahemi,2. muhemi,3. magemi,4. mugemi,3,h,5.466679912991822,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,23,2019-05-31,10,44,54,65
hazu,1. magazu,2. mahazu,3. mugazu,4. muhazu,1,s,3.434881551002036,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,24,2019-05-31,10,44,54,65
halu,1. muhalu,2. mahalu,3. mugalu,4. magalu,4,f,3.7224079580046237,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,25,2019-05-31,10,44,54,65
suwa,1. masuwa,2. maduwa,3. muduwa,4. musuwa,3,k,3.2518104830087395,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,26,2019-05-31,10,44,54,65
fayu,1. mufayu,2. mafayu,3. mabayu,4. mubayu,3,h,2.688765032988158,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,27,2019-05-31,10,44,54,65
hece,1. mahece,2. magece,3. mugece,4. muhece,2,k,5.999921315989923,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,28,2019-05-31,10,44,54,65
hewu,1. muhewu,2. magewu,3. mahewu,4. mugewu,2,k,7.336321308001061,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,29,2019-05-31,10,44,54,65
funa,1. mufuna,2. mafuna,3. mabuna,4. mubuna,4,f,4.4407619510020595,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,30,2019-05-31,10,44,54,65
lawo,1. malawo,2. mulawo,3. mayawo,4. muyawo,1,s,3.151053031004267,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,31,2019-05-31,10,44,54,65
sewa,1. mudewa,2. madewa,3. masewa,4. musewa,2,f,7.848504213994602,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,32,2019-05-31,10,44,54,65
seyu,1. museyu,2. maseyu,3. madeyu,4. mudeyu,3,s,2.552230970002711,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,33,2019-05-31,10,44,54,65
fome,1. mufome,2. mubome,3. mafome,4. mabome,4,f,4.598481988010462,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,34,2019-05-31,10,44,54,65
hamo,1. magamo,2. muhamo,3. mahamo,4. mugamo,1,h,3.4011324109887937,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,35,2019-05-31,10,44,54,65
foze,1. maboze,2. muboze,3. mufoze,4. mafoze,1,f,5.267470106002293,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,36,2019-05-31,10,44,54,65
huwu,1. mahuwu,2. maguwu,3. muguwu,4. muhuwu,3,k,5.054682625996065,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,37,2019-05-31,10,44,54,65
sewo,1. masewo,2. musewo,3. madewo,4. mudewo,3,k,5.484619313006988,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,38,2019-05-31,10,44,54,65
zewo,1. muzewo,2. macewo,3. mucewo,4. mazewo,4,s,3.245869409001898,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,39,2019-05-31,10,44,54,65
faca,1. mabaca,2. mufaca,3. mafaca,4. mubaca,1,s,4.035593918000814,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,40,2019-05-31,10,44,54,65
huli,1. maguli,2. muguli,3. muhuli,4. mahuli,2,h,4.76620322499366,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,41,2019-05-31,10,44,54,65
sume,1. masume,2. madume,3. mudume,4. musume,3,h,7.118068003997905,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,42,2019-05-31,10,44,54,65
zawo,1. macawo,2. mucawo,3. mazawo,4. muzawo,3,h,5.256457687995862,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,43,2019-05-31,10,44,54,65
cuya,1. macuya,2. muzuya,3. mucuya,4. mazuya,3,f,3.4854319890000625,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,44,2019-05-31,10,44,54,65
humo,1. mahumo,2. muhumo,3. magumo,4. mugumo,4,f,3.6365145559975645,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,45,2019-05-31,10,44,54,65
fonu,1. mufonu,2. mabonu,3. mafonu,3. mubonu,2,s,6.650082152002142,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,46,2019-05-31,10,44,54,65
hume,1. mugume,2. magume,3. muhume,4. mahume,1,h,4.617468919997918,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,47,2019-05-31,10,44,54,65
huce,1. mahuce,2. muhuce,3. maguce,4. muguce,4,f,3.6681199760059826,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,48,2019-05-31,10,44,54,65
sule,1. masule,2. madule,3. musule,4. mudule,4,k,5.615888315005577,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,49,2019-05-31,10,44,54,65
luwo,1. maluwo,2. muyuwo,3. mayuwo,4. muluwo,4,f,5.189443071998539,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,50,2019-05-31,10,44,54,65
caya,1. macaya,2. mucaya,3. mazaya,4. muzaya,1,h,4.13445619000413,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,51,2019-05-31,10,44,54,65
fuma,1. mafuma,2. mubuma,3. mabuma,4. mufuma,2,s,3.8880295770068187,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,52,2019-05-31,10,44,54,65
haya,1. muhaya,2. magaya,3. mahaya,4. mugaya,2,h,4.90093738399446,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,53,2019-05-31,10,44,54,65
sumu,1. masumu,2. musumu,3. madumu,4. mudumu,4,h,6.251708163006697,0,un_per,Unnatural perception_2019_May_31_1044.csv,0,0,54,2019-05-31,10,44,54,65
yani,1. muyani,2. mayani,3. mulani,4. mulani,2,2,11.39282602700041,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,1,2019-05-21,14,33,54,16
huwu,1. mahuwu,2. maguwu,3. muguwu,4. muhuwu,3,1,6.703858344000764,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,2,2019-05-21,14,33,54,16
hece,1. mahece,2. magece,3. mugece,4. muhece,2,1,6.934022796000136,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,3,2019-05-21,14,33,54,16
funa,1. mufuna,2. mafuna,3. mabuna,4. mubuna,4,3,10.187634113000058,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,4,2019-05-21,14,33,54,16
leya,1. muleya,2. maleya,3. mayeya,4. muyeya,2,2,6.06589527000051,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,5,2019-05-21,14,33,54,16
zuyu,1. mucuyu,2. macuyu,3. muzuyu,4. mazuyu,3,2,5.248108570000113,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,6,2019-05-21,14,33,54,16
semi,1. masemi,2. musemi,3. mademi,4. mudemi,3,2,4.022926679000193,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,7,2019-05-21,14,33,54,16
fazu,1. mufazu,2. mubazu,3. mafazu,4. mabazu,4,3,3.7840944839999793,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,8,2019-05-21,14,33,54,16
sumu,1. masumu,2. musumu,3. madumu,4. mudumu,4,3,6.240796029000194,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,9,2019-05-21,14,33,54,16
zewo,1. muzewo,2. macewo,3. mucewo,4. mazewo,4,2,5.630237913000201,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,10,2019-05-21,14,33,54,16
fome,1. mufome,2. mubome,3. mafome,4. mabome,4,3,4.819137798999691,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,11,2019-05-21,14,33,54,16
ceyu,1. mazeyu,2. maceyu,3. muzeyu,4. muceyu,2,2,3.7169978920001085,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,12,2019-05-21,14,33,54,16
cuya,1. macuya,2. muzuya,3. mucuya,4. mazuya,3,1,3.0891958749998594,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,13,2019-05-21,14,33,54,16
faca,1. mabaca,2. mufaca,3. mafaca,4. mubaca,1,1,9.132781923999573,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,14,2019-05-21,14,33,54,16
sezu,1. madezu,2. masezu,3. mudezu,4. musezu,1,1,4.7346792090002054,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,15,2019-05-21,14,33,54,16
sewa,1. mudewa,2. madewa,3. masewa,4. musewa,2,2,2.7345772959997703,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,16,2019-05-21,14,33,54,16
fonu,1. mufonu,2. mabonu,3. mafonu,3. mubonu,2,3,6.2042064740007845,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,17,2019-05-21,14,33,54,16
hamo,1. magamo,2. muhamo,3. mahamo,4. mugamo,1,3,6.883201580999412,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,18,2019-05-21,14,33,54,16
hemi,1. mahemi,2. muhemi,3. magemi,4. mugemi,3,3,4.0176658109994605,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,19,2019-05-21,14,33,54,16
sume,1. masume,2. madume,3. mudume,4. musume,3,1,2.459945388000051,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,20,2019-05-21,14,33,54,16
hace,1. magace,2. mugace,3. muhace,4. mahace,1,4,3.98996188000001,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,21,2019-05-21,14,33,54,16
haya,1. muhaya,2. magaya,3. mahaya,4. mugaya,2,3,2.617120158999569,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,22,2019-05-21,14,33,54,16
hewu,1. muhewu,2. magewu,3. mahewu,4. mugewu,2,3,2.7924793550000686,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,23,2019-05-21,14,33,54,16
cuyu,1. mucuyu,2. macuyu,3. mazuyu,4. muzuyu,1,3,4.104093457999625,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,24,2019-05-21,14,33,54,16
zawo,1. macawo,2. mucawo,3. mazawo,4. muzawo,3,3,2.618300053999519,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,25,2019-05-21,14,33,54,16
huli,1. maguli,2. muguli,3. muhuli,4. mahuli,2,1,2.5180077189997974,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,26,2019-05-21,14,33,54,16
luwo,1. maluwo,2. muyuwo,3. mayuwo,4. muluwo,4,1,2.187624829000015,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,27,2019-05-21,14,33,54,16
yuwo,1. mayuwo,2. maluwo,3. muluwo,4. muyuwo,4,1,1.7319273310004064,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,28,2019-05-21,14,33,54,16
zeyu,1. muceyu,2. mazeyu,3. maceyu,4. muzeyu,2,2,4.412172059000113,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,29,2019-05-21,14,33,54,16
sule,1. masule,2. madule,3. musule,4. mudule,4,1,4.105665878999389,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,30,2019-05-21,14,33,54,16
hume,1. mugume,2. magume,3. muhume,4. mahume,1,2,5.06739397399997,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,31,2019-05-21,14,33,54,16
yecu,1. mulecu,2. muyecu,3. mayecu,4. malecu,3,3,2.5047440079997614,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,32,2019-05-21,14,33,54,16
hazu,1. magazu,2. mahazu,3. mugazu,4. muhazu,1,2,3.1011492070001623,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,33,2019-05-21,14,33,54,16
suwa,1. masuwa,2. maduwa,3. muduwa,4. musuwa,3,1,2.8682872770004906,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,34,2019-05-21,14,33,54,16
fayu,1. mufayu,2. mafayu,3. mabayu,4. mubayu,3,2,1.6084097020002446,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,35,2019-05-21,14,33,54,16
foze,1. maboze,2. muboze,3. mufoze,4. mafoze,1,4,1.903508332000456,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,36,2019-05-21,14,33,54,16
fuze,1. mubuze,2. mufuze,3. mafuze,4. mabuze,1,3,2.0336665610002456,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,37,2019-05-21,14,33,54,16
heye,1. muheye,2. mugeye,3. maheye,4. mageye,4,3,1.652007164000679,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,38,2019-05-21,14,33,54,16
halu,1. muhalu,2. mahalu,3. mugalu,4. magalu,4,4,2.558139943000242,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,39,2019-05-21,14,33,54,16
seyu,1. museyu,2. maseyu,3. madeyu,4. mudeyu,3,2,5.601454030999776,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,40,2019-05-21,14,33,54,16
humo,1. mahumo,2. muhumo,3. magumo,4. mugumo,4,1,2.7513795879995087,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,41,2019-05-21,14,33,54,16
hami,1. muhami,2. mugami,3. magami,4. mahami,3,4,2.4225317090003955,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,42,2019-05-21,14,33,54,16
yazu,1. mayazu,2. malazu,3. mulazu,4. muyazu,1,1,2.383540326000002,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,43,2019-05-21,14,33,54,16
sewo,1. masewo,2. musewo,3. madewo,4. mudewo,3,1,2.4344953580002766,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,44,2019-05-21,14,33,54,16
lawo,1. malawo,2. mulawo,3. mayawo,4. muyawo,1,1,1.8413841540004796,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,45,2019-05-21,14,33,54,16
huce,1. mahuce,2. muhuce,3. maguce,4. muguce,4,1,1.5369364170001063,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,46,2019-05-21,14,33,54,16
caya,1. macaya,2. mucaya,3. mazaya,4. muzaya,1,3,3.650997962000474,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,47,2019-05-21,14,33,54,16
liya,1. mayiya,2. muyiya,3. maliya,4. muliya,3,3,2.276745349000521,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,48,2019-05-21,14,33,54,16
heza,1. maheza,2. muheza,3. mugeza,4. mageza,4,1,1.9575831869997273,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,49,2019-05-21,14,33,54,16
hunu,1. mahunu,2. muhunu,3. magunu,4. mugunu,4,1,1.418651976999172,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,50,2019-05-21,14,33,54,16
ceya,1. muzeya,2. maceya,3. mazeya,4. muceya,2,3,1.8849244920002093,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,51,2019-05-21,14,33,54,16
hecu,1. magecu,2. mugecu,3. muhecu,4. mahecu,1,4,3.4774605149996205,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,52,2019-05-21,14,33,54,16
fuma,1. mafuma,2. mubuma,3. mabuma,4. mufuma,2,1,1.5713293670005442,0,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,53,2019-05-21,14,33,54,16
yani,1. muyani,2. mayani,3. mulani,4. mulani,2,2,3.43482774199947,1,un_per,Unnatural perception_2019_May_21_1433.csv,0,0,54,2019-05-21,14,33,54,16
cuya,1. mucuya,2. macuya,3. mazuya,4. muzuya,2,1,17.623000090999994,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,1,2019-05-24,14,20,54,43
sewo,1. masewo,2. musewo,3.madewo,4. mudewo,3,4,14.817650895000043,0,un_prod,Unnatural production_2019_May_24_1420.csv,0,1,2,2019-05-24,14,20,54,43
